2023 03 25 - 15:51:20 
This data is from Kincaid Park:
Time,Forecast time,Temperature,Humidity,Wind,Pressure
2023-03-24T08:00:00,2023-03-25T06:53:01,-53.7,31.01,2.4,32.771
2023-03-24T09:00:00,2023-03-25T06:52:01,-53.2,58.88,2.5,48.6
2023-03-26T07:00:00,2023-03-25T06:31:11,10.7,50.47,6.6,41.016
2023-03-26T06:00:00,2023-03-25T06:31:11,-57.3,43.42,2.9,34.502
2023-03-26T05:00:00,2023-03-25T06:31:11,-15.7,48.62,0.5,38.98
2023-03-26T04:00:00,2023-03-25T06:31:11,34.5,51.41,8.7,48.164
2023-03-26T03:00:00,2023-03-25T06:31:11,21.2,30.77,7,45.911
2023-03-26T02:00:00,2023-03-25T06:31:11,20.6,46.71,1,31.717
2023-03-26T01:00:00,2023-03-25T06:31:11,-37,67.93,6.7,39.05
2023-03-26T00:00:00,2023-03-25T06:31:11,24.8,30.92,7.6,35.119
2023-03-25T23:00:00,2023-03-25T06:31:11,3,47.8,4.2,46.992
2023-03-25T22:00:00,2023-03-25T06:31:11,-3.7,63.76,0.3,35.006
2023-03-25T21:00:00,2023-03-25T06:31:11,10.1,57.5,1.6,43.501
2023-03-25T20:00:00,2023-03-25T06:31:11,12.5,32.36,5.6,46.977
2023-03-25T19:00:00,2023-03-25T06:31:11,29.7,68.57,1.5,48.571
2023-03-25T18:00:00,2023-03-25T06:31:11,67.3,35.14,6.4,47.937
2023-03-25T17:00:00,2023-03-25T06:31:11,-20.3,44.55,4.1,41.741
2023-03-25T16:00:00,2023-03-25T06:31:11,79,55.41,2,46.011
2023-03-25T15:00:00,2023-03-25T06:31:11,30.7,50.02,0,34.486
2023-03-25T14:00:00,2023-03-25T06:31:11,44.1,41.16,2.7,30.936
2023-03-25T13:00:00,2023-03-25T06:31:11,47.8,38.3,5,41.225
2023-03-25T12:00:00,2023-03-25T06:31:11,50.4,67.49,1.9,35.713
2023-03-25T11:00:00,2023-03-25T06:31:11,-29.8,63.36,0.8,48.113

2023 03 25 - 15:54:21 
This data is from Bear Valley:
Time,Forecast time,Temperature,Humidity,Wind,Pressure
2023-03-24T07:00:00,2023-03-25T06:54:01,85.9,38.48,1,41.924
2023-03-24T08:00:00,2023-03-25T06:53:01,28.2,49.38,8.1,36.224
2023-03-24T09:00:00,2023-03-25T06:52:01,-20.4,60.67,4.9,43.274
2023-03-26T07:00:00,2023-03-25T06:31:11,8.3,51.88,1.5,34.409
2023-03-26T06:00:00,2023-03-25T06:31:11,61.8,63.65,9.1,41.527
2023-03-26T05:00:00,2023-03-25T06:31:11,41.4,34.31,9.2,43.732
2023-03-26T04:00:00,2023-03-25T06:31:11,71.9,39.2,2.6,29.52
2023-03-26T03:00:00,2023-03-25T06:31:11,-2.4,42.13,2.1,35.043
2023-03-26T02:00:00,2023-03-25T06:31:11,-38.5,31.31,3.2,45.047
2023-03-26T01:00:00,2023-03-25T06:31:11,86.1,62.08,0.4,43.726
2023-03-26T00:00:00,2023-03-25T06:31:11,-3.9,40.69,2.6,45.246
2023-03-25T23:00:00,2023-03-25T06:31:11,69.4,66.6,7.3,47.524
2023-03-25T22:00:00,2023-03-25T06:31:11,85,40.58,8,48.392
2023-03-25T21:00:00,2023-03-25T06:31:11,49.9,58.98,4.4,47.353
2023-03-25T20:00:00,2023-03-25T06:31:11,-8.5,59.19,4.1,44.808
2023-03-25T19:00:00,2023-03-25T06:31:11,-59.5,53.89,7.4,44.091
2023-03-25T18:00:00,2023-03-25T06:31:11,50.9,58.4,3,39.778
2023-03-25T17:00:00,2023-03-25T06:31:11,44,66.93,5.4,42.198
2023-03-25T16:00:00,2023-03-25T06:31:11,71.5,46.38,9.6,48.628
2023-03-25T15:00:00,2023-03-25T06:31:11,90.1,54.25,6.4,40.052
2023-03-25T14:00:00,2023-03-25T06:31:11,-49.8,65.99,9.5,35.153
2023-03-25T13:00:00,2023-03-25T06:31:11,87.2,36.57,6.3,34.039
2023-03-25T12:00:00,2023-03-25T06:31:11,14.7,47.99,3.2,41.357
2023-03-25T11:00:00,2023-03-25T06:31:11,-56.5,30.79,4.4,30.078

2023 03 25 - 15:55:10 
This data is from Kincaid Park:
Time,Forecast time,Temperature,Humidity,Wind,Pressure
2023-03-24T06:00:00,2023-03-25T06:55:01,-15.5,39.51,4.6,39.792
2023-03-24T07:00:00,2023-03-25T06:54:01,51.3,52.74,5.7,38.807
2023-03-24T08:00:00,2023-03-25T06:53:01,4.3,45.59,4.9,44.502
2023-03-24T09:00:00,2023-03-25T06:52:01,-32.7,67.79,6,29.347
2023-03-26T07:00:00,2023-03-25T06:31:11,-34,50.47,5.7,44.537
2023-03-26T06:00:00,2023-03-25T06:31:11,22.4,42.59,4.8,39.646
2023-03-26T05:00:00,2023-03-25T06:31:11,0.8,49.45,1.4,41.23
2023-03-26T04:00:00,2023-03-25T06:31:11,-8.8,42.13,1.5,42.106
2023-03-26T03:00:00,2023-03-25T06:31:11,-22.5,49.71,7.2,33.863
2023-03-26T02:00:00,2023-03-25T06:31:11,23.4,65.87,0.2,29.846
2023-03-26T01:00:00,2023-03-25T06:31:10,-50.5,50.94,8.9,45.231
2023-03-26T00:00:00,2023-03-25T06:31:10,14,55.39,7.2,39.666
2023-03-25T23:00:00,2023-03-25T06:31:10,42.1,54.08,6.9,45.091
2023-03-25T22:00:00,2023-03-25T06:31:10,77,69.95,3.4,34.966
2023-03-25T21:00:00,2023-03-25T06:31:10,74.8,35.07,3.7,41.151
2023-03-25T20:00:00,2023-03-25T06:31:10,49.9,51.95,1.8,49.693
2023-03-25T19:00:00,2023-03-25T06:31:10,-47.4,30.5,5.2,31.136
2023-03-25T18:00:00,2023-03-25T06:31:10,16.3,33.18,1,34.327
2023-03-25T17:00:00,2023-03-25T06:31:10,-6.2,41.88,7.7,35.173
2023-03-25T16:00:00,2023-03-25T06:31:10,44.7,64.97,2.4,48.748
2023-03-25T15:00:00,2023-03-25T06:31:10,48.2,37.54,7.7,40.528
2023-03-25T14:00:00,2023-03-25T06:31:10,-3.1,61.81,9,43.95
2023-03-25T13:00:00,2023-03-25T06:31:10,33.7,52.17,7.3,32.757
2023-03-25T12:00:00,2023-03-25T06:31:10,-13.2,41.06,0.7,36.684

2023 03 25 - 15:55:10 
This data is from Fire Island:
Time,Forecast time,Temperature,Humidity,Wind,Pressure
2023-03-24T06:00:00,2023-03-25T06:55:01,1.9,39.31,4,40.985
2023-03-24T07:00:00,2023-03-25T06:54:01,-13.5,64.18,5.6,36.518
2023-03-24T08:00:00,2023-03-25T06:53:01,-53.7,31.01,2.4,32.771
2023-03-24T09:00:00,2023-03-25T06:52:01,-53.2,58.88,2.5,48.6
2023-03-26T07:00:00,2023-03-25T06:31:11,10.7,50.47,6.6,41.016
2023-03-26T06:00:00,2023-03-25T06:31:11,-57.3,43.42,2.9,34.502
2023-03-26T05:00:00,2023-03-25T06:31:11,-15.7,48.62,0.5,38.98
2023-03-26T04:00:00,2023-03-25T06:31:11,34.5,51.41,8.7,48.164
2023-03-26T03:00:00,2023-03-25T06:31:11,21.2,30.77,7,45.911
2023-03-26T02:00:00,2023-03-25T06:31:11,20.6,46.71,1,31.717
2023-03-26T01:00:00,2023-03-25T06:31:11,-37,67.93,6.7,39.05
2023-03-26T00:00:00,2023-03-25T06:31:11,24.8,30.92,7.6,35.119
2023-03-25T23:00:00,2023-03-25T06:31:11,3,47.8,4.2,46.992
2023-03-25T22:00:00,2023-03-25T06:31:11,-3.7,63.76,0.3,35.006
2023-03-25T21:00:00,2023-03-25T06:31:11,10.1,57.5,1.6,43.501
2023-03-25T20:00:00,2023-03-25T06:31:11,12.5,32.36,5.6,46.977
2023-03-25T19:00:00,2023-03-25T06:31:11,29.7,68.57,1.5,48.571
2023-03-25T18:00:00,2023-03-25T06:31:11,67.3,35.14,6.4,47.937
2023-03-25T17:00:00,2023-03-25T06:31:11,-20.3,44.55,4.1,41.741
2023-03-25T16:00:00,2023-03-25T06:31:11,79,55.41,2,46.011
2023-03-25T15:00:00,2023-03-25T06:31:11,30.7,50.02,0,34.486
2023-03-25T14:00:00,2023-03-25T06:31:11,44.1,41.16,2.7,30.936
2023-03-25T13:00:00,2023-03-25T06:31:11,47.8,38.3,5,41.225
2023-03-25T12:00:00,2023-03-25T06:31:11,50.4,67.49,1.9,35.713

2023 03 25 - 15:55:10 
This data is from Eagle River:
Time,Forecast time,Temperature,Humidity,Wind,Pressure
2023-03-24T06:00:00,2023-03-25T06:55:01,-1.2,68.77,8.4,47.239
2023-03-24T07:00:00,2023-03-25T06:54:01,47.6,46.55,3.7,42.329
2023-03-24T08:00:00,2023-03-25T06:53:01,71.1,66.38,8.1,44.119
2023-03-24T09:00:00,2023-03-25T06:52:01,-3.9,65.92,4,45.54
2023-03-26T07:00:00,2023-03-25T06:31:10,-32.3,69.15,0.7,37.823
2023-03-26T06:00:00,2023-03-25T06:31:10,39.3,55.66,4.8,45.867
2023-03-26T05:00:00,2023-03-25T06:31:10,60.8,55.16,1.3,44.478
2023-03-26T04:00:00,2023-03-25T06:31:10,9.7,38.71,2.5,45.352
2023-03-26T03:00:00,2023-03-25T06:31:10,56.5,54.57,8.8,38.345
2023-03-26T02:00:00,2023-03-25T06:31:10,26.9,52.23,9.6,43.06
2023-03-26T01:00:00,2023-03-25T06:31:10,-47,67.05,2.8,37.716
2023-03-26T00:00:00,2023-03-25T06:31:10,58.8,69.41,2.2,41.228
2023-03-25T23:00:00,2023-03-25T06:31:10,84.8,45.09,2.9,31.143
2023-03-25T22:00:00,2023-03-25T06:31:10,76,43.68,8.4,49.21
2023-03-25T21:00:00,2023-03-25T06:31:10,-9.3,36.65,3.9,34.825
2023-03-25T20:00:00,2023-03-25T06:31:10,-48,48.21,1.3,46.786
2023-03-25T19:00:00,2023-03-25T06:31:10,84,49.39,2,42.109
2023-03-25T18:00:00,2023-03-25T06:31:10,-57.7,37.38,0.2,41.904
2023-03-25T17:00:00,2023-03-25T06:31:10,34.4,30.09,5.5,43.568
2023-03-25T16:00:00,2023-03-25T06:31:10,-16.1,57.6,0.5,42.429
2023-03-25T15:00:00,2023-03-25T06:31:10,41.8,42.64,8.5,33.859
2023-03-25T14:00:00,2023-03-25T06:31:10,-43.1,64.9,7.5,39.764
2023-03-25T13:00:00,2023-03-25T06:31:10,26.6,62.61,5.2,36.51
2023-03-25T12:00:00,2023-03-25T06:31:10,-31.1,47.65,1,44.498

2023 03 25 - 15:55:10 
This data is from Bear Valley:
Time,Forecast time,Temperature,Humidity,Wind,Pressure
2023-03-24T06:00:00,2023-03-25T06:55:01,28.4,46.16,9.4,39.953
2023-03-24T07:00:00,2023-03-25T06:54:01,85.9,38.48,1,41.924
2023-03-24T08:00:00,2023-03-25T06:53:01,28.2,49.38,8.1,36.224
2023-03-24T09:00:00,2023-03-25T06:52:01,-20.4,60.67,4.9,43.274
2023-03-26T07:00:00,2023-03-25T06:31:11,8.3,51.88,1.5,34.409
2023-03-26T06:00:00,2023-03-25T06:31:11,61.8,63.65,9.1,41.527
2023-03-26T05:00:00,2023-03-25T06:31:11,41.4,34.31,9.2,43.732
2023-03-26T04:00:00,2023-03-25T06:31:11,71.9,39.2,2.6,29.52
2023-03-26T03:00:00,2023-03-25T06:31:11,-2.4,42.13,2.1,35.043
2023-03-26T02:00:00,2023-03-25T06:31:11,-38.5,31.31,3.2,45.047
2023-03-26T01:00:00,2023-03-25T06:31:11,86.1,62.08,0.4,43.726
2023-03-26T00:00:00,2023-03-25T06:31:11,-3.9,40.69,2.6,45.246
2023-03-25T23:00:00,2023-03-25T06:31:11,69.4,66.6,7.3,47.524
2023-03-25T22:00:00,2023-03-25T06:31:11,85,40.58,8,48.392
2023-03-25T21:00:00,2023-03-25T06:31:11,49.9,58.98,4.4,47.353
2023-03-25T20:00:00,2023-03-25T06:31:11,-8.5,59.19,4.1,44.808
2023-03-25T19:00:00,2023-03-25T06:31:11,-59.5,53.89,7.4,44.091
2023-03-25T18:00:00,2023-03-25T06:31:11,50.9,58.4,3,39.778
2023-03-25T17:00:00,2023-03-25T06:31:11,44,66.93,5.4,42.198
2023-03-25T16:00:00,2023-03-25T06:31:11,71.5,46.38,9.6,48.628
2023-03-25T15:00:00,2023-03-25T06:31:11,90.1,54.25,6.4,40.052
2023-03-25T14:00:00,2023-03-25T06:31:11,-49.8,65.99,9.5,35.153
2023-03-25T13:00:00,2023-03-25T06:31:11,87.2,36.57,6.3,34.039
2023-03-25T12:00:00,2023-03-25T06:31:11,14.7,47.99,3.2,41.357

2023 03 25 - 15:55:10 
This data is from Far North Bicentennial Park:
Time,Forecast time,Temperature,Humidity,Wind,Pressure
2023-03-24T06:00:00,2023-03-25T06:55:01,-9.6,30.1,5.1,31.292
2023-03-24T07:00:00,2023-03-25T06:54:01,55.4,57.88,3,40.272
2023-03-24T08:00:00,2023-03-25T06:53:01,46.2,64.19,8,39.093
2023-03-24T09:00:00,2023-03-25T06:52:01,69,40.19,5,33.231
2023-03-26T07:00:00,2023-03-25T06:31:11,-7.8,49.24,7.7,44.88
2023-03-26T06:00:00,2023-03-25T06:31:11,33.6,57.96,4.4,44.7
2023-03-26T05:00:00,2023-03-25T06:31:11,75.5,51.45,5.6,40.541
2023-03-26T04:00:00,2023-03-25T06:31:11,89.3,56.67,3.2,31.46
2023-03-26T03:00:00,2023-03-25T06:31:11,-29.2,60.91,1.6,44.43
2023-03-26T02:00:00,2023-03-25T06:31:11,-24.8,34.64,4.3,35.454
2023-03-26T01:00:00,2023-03-25T06:31:11,-36,52.69,2.2,36.621
2023-03-26T00:00:00,2023-03-25T06:31:11,5.1,42.51,1.8,40.657
2023-03-25T23:00:00,2023-03-25T06:31:11,85.2,67.97,2.6,36.152
2023-03-25T22:00:00,2023-03-25T06:31:11,13.1,57.51,0.7,43.719
2023-03-25T21:00:00,2023-03-25T06:31:11,23.7,48.6,2.2,37.072
2023-03-25T20:00:00,2023-03-25T06:31:11,83.6,41.42,5.5,36.72
2023-03-25T19:00:00,2023-03-25T06:31:11,30.7,43.28,2.9,37.034
2023-03-25T18:00:00,2023-03-25T06:31:11,-28.8,60.95,4.7,42.842
2023-03-25T17:00:00,2023-03-25T06:31:11,89.1,62.58,7.3,40.914
2023-03-25T16:00:00,2023-03-25T06:31:11,77,58.74,8.2,48.426
2023-03-25T15:00:00,2023-03-25T06:31:11,6.5,47.53,6.1,48.886
2023-03-25T14:00:00,2023-03-25T06:31:11,70.5,39.79,2.7,35.462
2023-03-25T13:00:00,2023-03-25T06:31:11,40.5,43.24,5.5,34.896
2023-03-25T12:00:00,2023-03-25T06:31:11,16.6,39.88,0.5,38.232

2023 03 25 - 16:00:29 
This data is from Bear Valley:
Time,Forecast time,Temperature,Humidity,Wind,Pressure
2023-03-26T08:00:00,2023-03-25T07:00:01,45.3,31.63,9,32.106
2023-03-26T07:00:00,2023-03-25T07:00:01,10,35.12,1.3,45.806
2023-03-26T06:00:00,2023-03-25T07:00:01,-4.6,52.55,7.6,37.654
2023-03-26T05:00:00,2023-03-25T07:00:01,48.3,38.68,8.9,42.134
2023-03-26T04:00:00,2023-03-25T07:00:01,66.3,49.3,7.6,29.05
2023-03-26T03:00:00,2023-03-25T07:00:01,16.7,69.92,8.1,39.4
2023-03-26T02:00:00,2023-03-25T07:00:01,28.7,35.31,4.1,31.587
2023-03-26T01:00:00,2023-03-25T07:00:01,11,39.31,3.2,29.41
2023-03-26T00:00:00,2023-03-25T07:00:01,-13.5,57.62,0.8,47.886
2023-03-25T23:00:00,2023-03-25T07:00:01,-32.5,67.83,5.2,40.74
2023-03-25T22:00:00,2023-03-25T07:00:01,22,44.31,7.1,44.863
2023-03-25T21:00:00,2023-03-25T07:00:01,25.5,47.48,2.1,45.83
2023-03-25T20:00:00,2023-03-25T07:00:01,30.6,57.62,3.1,38.312
2023-03-25T19:00:00,2023-03-25T07:00:01,-54.4,50.61,0.5,37.367
2023-03-25T18:00:00,2023-03-25T07:00:01,33.9,46.86,4.1,38.959
2023-03-25T17:00:00,2023-03-25T07:00:01,-53.8,36.17,1.9,35.471
2023-03-25T16:00:00,2023-03-25T07:00:01,13.1,62.37,5.9,43.493
2023-03-25T15:00:00,2023-03-25T07:00:01,32.2,48.73,3.3,40.371
2023-03-25T14:00:00,2023-03-25T07:00:01,-9.5,58.69,6.3,45.772
2023-03-25T13:00:00,2023-03-25T07:00:01,78.6,40.9,0.2,37.694
2023-03-25T12:00:00,2023-03-25T07:00:01,89.6,58.43,9.6,33.53
2023-03-25T11:00:00,2023-03-25T07:00:01,82.2,39.4,6.8,32.816
2023-03-25T10:00:00,2023-03-25T07:00:01,63.1,60.77,8.1,43.684
2023-03-25T09:00:00,2023-03-25T07:00:01,-52.9,58.27,4,38.291

2023 03 25 - 16:00:29 
This data is from Far North Bicentennial Park:
Time,Forecast time,Temperature,Humidity,Wind,Pressure
2023-03-26T08:00:00,2023-03-25T07:00:01,81,52.16,6.6,43.078
2023-03-26T07:00:00,2023-03-25T07:00:01,78.9,37.5,6,44.696
2023-03-26T06:00:00,2023-03-25T07:00:01,82.9,32.77,0.6,30.1
2023-03-26T05:00:00,2023-03-25T07:00:01,32,51.25,9.6,45.787
2023-03-26T04:00:00,2023-03-25T07:00:01,75.8,45.78,4.6,31.87
2023-03-26T03:00:00,2023-03-25T07:00:01,-58.3,62.75,7.2,36.93
2023-03-26T02:00:00,2023-03-25T07:00:01,-31.3,34.37,8.2,30.437
2023-03-26T01:00:00,2023-03-25T07:00:01,43.4,37.27,1.9,44.36
2023-03-26T00:00:00,2023-03-25T07:00:01,85.4,64.14,4.2,38.701
2023-03-25T23:00:00,2023-03-25T07:00:01,-33.7,42.45,9,29.92
2023-03-25T22:00:00,2023-03-25T07:00:01,35.3,41.31,6.3,39.771
2023-03-25T21:00:00,2023-03-25T07:00:01,78,62.28,9.4,36.036
2023-03-25T20:00:00,2023-03-25T07:00:01,27.9,60.31,5.4,31.089
2023-03-25T19:00:00,2023-03-25T07:00:01,-49.8,59.85,7.3,42.071
2023-03-25T18:00:00,2023-03-25T07:00:01,88.4,50.58,3.9,30.43
2023-03-25T17:00:00,2023-03-25T07:00:01,-12.8,57.77,1.4,39.788
2023-03-25T16:00:00,2023-03-25T07:00:01,-15.6,33.99,6.2,49.576
2023-03-25T15:00:00,2023-03-25T07:00:01,69.9,32.93,1.8,38.435
2023-03-25T14:00:00,2023-03-25T07:00:01,36.5,44.39,1,39.519
2023-03-25T13:00:00,2023-03-25T07:00:01,32.4,62.13,2.4,29.17
2023-03-25T12:00:00,2023-03-25T07:00:01,36.7,48.16,3.8,32.155
2023-03-25T11:00:00,2023-03-25T07:00:01,27.9,62.34,9.2,41.618
2023-03-25T10:00:00,2023-03-25T07:00:01,-10.5,42.27,8.9,36.018
2023-03-25T09:00:00,2023-03-25T07:00:01,40.3,49.37,0.7,46.972

2023 03 25 - 16:00:29 
This data is from Kincaid Park:
Time,Forecast time,Temperature,Humidity,Wind,Pressure
2023-03-26T08:00:00,2023-03-25T07:00:01,9,51.39,0.8,33.053
2023-03-26T07:00:00,2023-03-25T07:00:01,-10.9,55.74,7.7,40.605
2023-03-26T06:00:00,2023-03-25T07:00:01,71.2,50.48,7.5,42.443
2023-03-26T05:00:00,2023-03-25T07:00:01,86.1,43.29,5.2,41.836
2023-03-26T04:00:00,2023-03-25T07:00:01,70,66.62,7,42.282
2023-03-26T03:00:00,2023-03-25T07:00:01,-6,47.91,5.8,48.645
2023-03-26T02:00:00,2023-03-25T07:00:01,18.3,52.75,2,30.492
2023-03-26T01:00:00,2023-03-25T07:00:01,86.9,41.35,2.9,49.046
2023-03-26T00:00:00,2023-03-25T07:00:01,1.7,49.42,6.6,40.497
2023-03-25T23:00:00,2023-03-25T07:00:01,85.1,46.28,9.3,34.339
2023-03-25T22:00:00,2023-03-25T07:00:01,-48.2,44.62,2.2,45.811
2023-03-25T21:00:00,2023-03-25T07:00:01,6.9,37.48,4,42.021
2023-03-25T20:00:00,2023-03-25T07:00:01,74.9,30.05,8.8,38.775
2023-03-25T19:00:00,2023-03-25T07:00:01,-12.1,67.1,8.2,35.432
2023-03-25T18:00:00,2023-03-25T07:00:01,12.3,41.47,1.8,45.528
2023-03-25T17:00:00,2023-03-25T07:00:01,-25.1,31.78,9.4,38.733
2023-03-25T16:00:00,2023-03-25T07:00:01,74.2,40.5,9.8,30.926
2023-03-25T15:00:00,2023-03-25T07:00:01,-57.3,34.46,5.2,46.291
2023-03-25T14:00:00,2023-03-25T07:00:01,-30,67.72,2.1,44.749
2023-03-25T13:00:00,2023-03-25T07:00:01,87.4,31.86,9.1,32.475
2023-03-25T12:00:00,2023-03-25T07:00:01,57.5,43.79,2.7,36.816
2023-03-25T11:00:00,2023-03-25T07:00:01,-20.2,54.03,5.6,33.091
2023-03-25T10:00:00,2023-03-25T07:00:01,46.1,44.79,0.9,35.109
2023-03-25T09:00:00,2023-03-25T07:00:01,90.9,58.41,2.2,34.595

2023 03 25 - 16:00:29 
This data is from Fire Island:
Time,Forecast time,Temperature,Humidity,Wind,Pressure
2023-03-26T08:00:00,2023-03-25T07:00:01,-29.6,48.73,4.6,37.42
2023-03-26T07:00:00,2023-03-25T07:00:01,47.6,40.91,3.4,47.399
2023-03-26T06:00:00,2023-03-25T07:00:01,-30.4,59.55,7.7,42.372
2023-03-26T05:00:00,2023-03-25T07:00:01,-8.5,56.13,3.8,35.065
2023-03-26T04:00:00,2023-03-25T07:00:01,-7,43.08,8.4,39.827
2023-03-26T03:00:00,2023-03-25T07:00:01,-3.4,54.46,2.2,31.512
2023-03-26T02:00:00,2023-03-25T07:00:01,-38,41.35,6.2,41.294
2023-03-26T01:00:00,2023-03-25T07:00:01,-51,67.34,2.9,40.517
2023-03-26T00:00:00,2023-03-25T07:00:01,50.2,48.69,1.8,38.157
2023-03-25T23:00:00,2023-03-25T07:00:01,66.1,34.44,2.1,49.122
2023-03-25T22:00:00,2023-03-25T07:00:01,58.9,63.73,1.7,42.547
2023-03-25T21:00:00,2023-03-25T07:00:01,2.2,55.94,8.7,47.75
2023-03-25T20:00:00,2023-03-25T07:00:01,9.3,56.33,9.7,39.574
2023-03-25T19:00:00,2023-03-25T07:00:01,-16.9,49.56,1.8,44.123
2023-03-25T18:00:00,2023-03-25T07:00:01,45.7,43.76,5.6,48.115
2023-03-25T17:00:00,2023-03-25T07:00:01,77.1,32.64,7.5,48.141
2023-03-25T16:00:00,2023-03-25T07:00:01,69.1,32.4,3.4,44.252
2023-03-25T15:00:00,2023-03-25T07:00:01,-1.5,46.21,0,44.686
2023-03-25T14:00:00,2023-03-25T07:00:01,-33.5,64.28,7.8,37.18
2023-03-25T13:00:00,2023-03-25T07:00:01,41.6,47.47,5.3,31.97
2023-03-25T12:00:00,2023-03-25T07:00:01,21.5,55.64,0.2,29.118
2023-03-25T11:00:00,2023-03-25T07:00:01,-18.5,39.22,0.9,31.421
2023-03-25T10:00:00,2023-03-25T07:00:01,77.4,56.85,7.3,39.416
2023-03-25T09:00:00,2023-03-25T07:00:01,77.3,37.88,7.4,30.093

2023 03 25 - 16:00:29 
This data is from Eagle River:
Time|Forecast time|Temperature|Humidity|Wind|Pressure
2023-03-26T08:00:00|2023-03-25T07:00:01|-45.8|46.8|6.9|49.184
2023-03-26T07:00:00|2023-03-25T07:00:01|-28.7|67.86|1.3|45.993
2023-03-26T06:00:00|2023-03-25T07:00:01|77.8|37.76|4.7|40.842
2023-03-26T05:00:00|2023-03-25T07:00:01|-33.7|32.56|9.3|30.562
2023-03-26T04:00:00|2023-03-25T07:00:01|43.3|68.03|7.4|46.886
2023-03-26T03:00:00|2023-03-25T07:00:01|33.7|50.09|6|31.755
2023-03-26T02:00:00|2023-03-25T07:00:01|-12.6|44.69|0.2|31.248
2023-03-26T01:00:00|2023-03-25T07:00:01|21.4|36.28|8.4|32.331
2023-03-26T00:00:00|2023-03-25T07:00:01|5.5|53.28|4.2|37.22
2023-03-25T23:00:00|2023-03-25T07:00:01|-59.4|67.57|2.9|32.852
2023-03-25T22:00:00|2023-03-25T07:00:01|62.7|43.6|0.9|40.055
2023-03-25T21:00:00|2023-03-25T07:00:01|-32.8|65.11|8.1|30.912
2023-03-25T20:00:00|2023-03-25T07:00:01|35.8|68.17|4.5|48.8
2023-03-25T19:00:00|2023-03-25T07:00:01|80.7|67.76|0.5|44.646
2023-03-25T18:00:00|2023-03-25T07:00:01|-7.9|38.37|8.3|32.681
2023-03-25T17:00:00|2023-03-25T07:00:01|-30.3|59.73|6.9|41.569
2023-03-25T16:00:00|2023-03-25T07:00:01|91.1|48.28|9.4|42.762
2023-03-25T15:00:00|2023-03-25T07:00:01|86|32.71|6.6|49.713
2023-03-25T14:00:00|2023-03-25T07:00:01|-2.6|60.34|3.8|45.384
2023-03-25T13:00:00|2023-03-25T07:00:01|-59.3|56.19|8.1|35.144
2023-03-25T12:00:00|2023-03-25T07:00:01|-1.8|55.27|0.5|38.61
2023-03-25T11:00:00|2023-03-25T07:00:01|-47.8|39.8|9.4|36.701
2023-03-25T10:00:00|2023-03-25T07:00:01|-46.9|44.97|1.3|42.939
2023-03-25T09:00:00|2023-03-25T07:00:01|4|50.95|3.8|38.828

